discoveries	discoveries update
move	targetting leftover enemy {'x': 6, 'y': 7, 'known': 671, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
look	examining tile {'x': 9, 'y': 6, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '!', 'item-color': 'cyan', 'first-walked': 672, 'walked': 672, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	new or desired item at #Position{:x 9, :y 5}
look	examining tile {'x': 9, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 673, 'walked': 673, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	targetting leftover enemy {'x': 6, 'y': 7, 'known': 673, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
look	examining tile {'x': 8, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 674, 'walked': 674, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	targetting leftover enemy {'x': 6, 'y': 7, 'known': 674, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
look	examining tile {'x': 7, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'cyan', 'first-walked': 675, 'walked': 675, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
wield	hitting corrosive monster {'x': 6, 'y': 7, 'known': 675, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | hitting {'x': 6, 'y': 7, 'known': 675, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 6, 'y': 7, 'known': 675, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
inventory	requested inventory update
move	hitting corrosive monster {'x': 6, 'y': 7, 'known': 676, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | hitting {'x': 6, 'y': 7, 'known': 676, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 6, 'y': 7, 'known': 676, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting corrosive monster {'x': 6, 'y': 7, 'known': 677, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | hitting {'x': 6, 'y': 7, 'known': 677, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 6, 'y': 7, 'known': 677, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting corrosive monster {'x': 6, 'y': 7, 'known': 678, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | hitting {'x': 6, 'y': 7, 'known': 678, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 6, 'y': 7, 'known': 678, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting corrosive monster {'x': 6, 'y': 7, 'known': 679, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | hitting {'x': 6, 'y': 7, 'known': 679, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 6, 'y': 7, 'known': 679, 'first-known': 667, 'glyph': 'F', 'color': 'green', 'type': {'tags': {'hostile', 'noeyes', 'acid', 'nohead', 'breathless', 'neuter', 'nolimbs', 'sessile', 'notake', 'mindless'}, 'color': 'green', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'acid', 'stone'}, 'name': 'green mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'acid', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	making use of a | wielding better weapon - a blessed +1 long sword
inventory	requested inventory update
move	recovering - exploring nearby items
look	examining tile {'x': 7, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 682, 'walked': 682, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 8, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 683, 'walked': 683, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 8, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 684, 'walked': 684, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 9, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'white', 'first-walked': 685, 'walked': 685, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 9, 'y': 10, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 686, 'walked': 686, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 10, 'y': 10, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '!', 'item-color': 'cyan', 'first-walked': 687, 'walked': 687, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 10, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 688, 'walked': 688, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 10, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 689, 'walked': 689, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 10, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 690, 'walked': 690, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
look	examining tile {'x': 9, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '!', 'item-color': 'cyan', 'first-walked': 691, 'walked': 691, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
move	recovering - exploring nearby items
move	recovering - exploring nearby items
look	examining tile {'x': 8, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [{'label': 'a food ration (60 zorkmids)', 'qty': 1, 'name': 'food ration', 'cost': 60, 'erosion': 0}], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 674, 'walked': 692, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None, 'examined': 674}
