discoveries	discoveries update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 42, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 553, 'walked': 553, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
move	targetting leftover enemy {'x': 44, 'y': 7, 'known': 553, 'first-known': 553, 'glyph': 'F', 'color': 'red', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'infravisible', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'red', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'fire', 'poison'}, 'name': 'red mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'fire', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 44, 'y': 7, 'known': 554, 'first-known': 553, 'glyph': 'F', 'color': 'red', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'infravisible', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'red', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'fire', 'poison'}, 'name': 'red mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'fire', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 44, 'y': 7, 'known': 554, 'first-known': 553, 'glyph': 'F', 'color': 'red', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'infravisible', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'red', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'fire', 'poison'}, 'name': 'red mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'fire', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 44, 'y': 7, 'known': 555, 'first-known': 553, 'glyph': 'F', 'color': 'red', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'infravisible', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'red', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'fire', 'poison'}, 'name': 'red mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'fire', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 44, 'y': 7, 'known': 555, 'first-known': 553, 'glyph': 'F', 'color': 'red', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'infravisible', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'red', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'fire', 'poison'}, 'name': 'red mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'fire', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 44, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [(556, {'x': 44, 'y': 7, 'known': 555, 'first-known': 553, 'glyph': 'F', 'color': 'red', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'infravisible', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'red', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'fire', 'poison'}, 'name': 'red mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'fire', 'dices': 0, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'red', 'first-walked': 557, 'walked': 557, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
farlook	examining monster
farlook	examining monster
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 32, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '(', 'item-color': 'brown', 'first-walked': 615, 'walked': 615, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
dropsingle	dropping junk
inventory	requested inventory update
look	examining tile {'x': 32, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '(', 'item-color': 'brown', 'first-walked': 615, 'walked': 635, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None, 'examined': 615}
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
look	examining tile {'x': 24, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '(', 'item-color': 'red', 'first-walked': 645, 'walked': 645, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
wield	making use of a | wielding better weapon - a blessed +1 long sword | hitting {'x': 27, 'y': 8, 'known': 648, 'first-known': 635, 'glyph': 'h', 'color': 'green', 'type': {'tags': {'omnivore', 'infravision', 'infravisible', 'collect', 'humanoid'}, 'color': 'green', 'ac': 10, 'speed': 9, 'difficulty': 1, 'resistances': set(), 'name': 'hobbit', 'alignment': 6, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 500, 'glyph': 'h', 'sounds': 'humanoid', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 200, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting enemy {'x': 27, 'y': 8, 'known': 648, 'first-known': 635, 'glyph': 'h', 'color': 'green', 'type': {'tags': {'omnivore', 'infravision', 'infravisible', 'collect', 'humanoid'}, 'color': 'green', 'ac': 10, 'speed': 9, 'difficulty': 1, 'resistances': set(), 'name': 'hobbit', 'alignment': 6, 'mr': 0, 'resistances-conferred': set(), 'size': 'small', 'weight': 500, 'glyph': 'h', 'sounds': 'humanoid', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 200, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
inventory	requested inventory update
look	examining tile {'x': 27, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': ')', 'item-color': 'brown', 'first-walked': 650, 'walked': 650, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
dropsingle	dropping junk
inventory	requested inventory update
dropsingle	dropping junk
inventory	requested inventory update
look	examining tile {'x': 21, 'y': 6, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 657, 'walked': 657, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
dropsingle	dropping junk
inventory	requested inventory update
dropsingle	dropping junk
inventory	requested inventory update
dropsingle	dropping junk
inventory	requested inventory update
dropsingle	dropping junk
inventory	requested inventory update
dropsingle	dropping junk
inventory	requested inventory update
look	examining tile {'x': 13, 'y': 6, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 666, 'walked': 667, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
farlook	examining monster
farlook	examining monster
look	examining tile {'x': 10, 'y': 5, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'white', 'first-walked': 670, 'walked': 670, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 10, 'y': 6, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 671, 'walked': 671, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 9, 'y': 6, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '!', 'item-color': 'cyan', 'first-walked': 672, 'walked': 672, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 9, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 673, 'walked': 673, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 8, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 674, 'walked': 674, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 7, 'y': 7, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'cyan', 'first-walked': 675, 'walked': 675, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
look	examining tile {'x': 7, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 682, 'walked': 682, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 8, 'y': 8, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 683, 'walked': 683, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 8, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 684, 'walked': 684, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 9, 'y': 9, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'white', 'first-walked': 685, 'walked': 685, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
farlook	examining monster
look	examining tile {'x': 9, 'y': 10, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'brown', 'first-walked': 686, 'walked': 686, 'engraving': None, 'engraving-type': None, 'room': 'food', 'thump': None}
